Country Name,Country Code,Indicator Clean Name,Indicator Code,Year,Value
Nicaragua,NIC,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,3875
Nicaragua,NIC,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,1.178
Niger,NER,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,5.99335575
Niger,NER,Measles Immunization (%),SH.IMM.MEAS,2006,53
Niger,NER,Life Expectancy (Years),SP.DYN.LE00.IN,2006,54.223
Niger,NER,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,110185
Nigeria,NGA,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,4.25775146
Nigeria,NGA,Measles Immunization (%),SH.IMM.MEAS,2006,44
Nigeria,NGA,Life Expectancy (Years),SP.DYN.LE00.IN,2006,49.876
Nigeria,NGA,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,862920
Nigeria,NGA,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,1.437
North Macedonia,MKD,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,7.38314581
North Macedonia,MKD,Measles Immunization (%),SH.IMM.MEAS,2006,94
North Macedonia,MKD,Life Expectancy (Years),SP.DYN.LE00.IN,2006,73.89512195
North Macedonia,MKD,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,319
North Macedonia,MKD,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,3.416
Northern Mariana Islands,MNP,Life Expectancy (Years),SP.DYN.LE00.IN,2006,77.688
Norway,NOR,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,7.8822999
Norway,NOR,Measles Immunization (%),SH.IMM.MEAS,2006,92
Norway,NOR,Life Expectancy (Years),SP.DYN.LE00.IN,2006,80.34390244
Norway,NOR,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,222
Norway,NOR,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,15.84
Oman,OMN,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,2.01985121
Oman,OMN,Measles Immunization (%),SH.IMM.MEAS,2006,96
Oman,OMN,Life Expectancy (Years),SP.DYN.LE00.IN,2006,75.354
Oman,OMN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,642
Oman,OMN,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,3.823
Pakistan,PAK,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,2.73132491
Pakistan,PAK,Measles Immunization (%),SH.IMM.MEAS,2006,59
Pakistan,PAK,Life Expectancy (Years),SP.DYN.LE00.IN,2006,63.624
Pakistan,PAK,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,543548
Palau,PLW,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,8.73999214
Palau,PLW,Measles Immunization (%),SH.IMM.MEAS,2006,98
Palau,PLW,Life Expectancy (Years),SP.DYN.LE00.IN,2006,66.633
Palau,PLW,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,6
Palau,PLW,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,6.02
Panama,PAN,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,6.54604864
Panama,PAN,Measles Immunization (%),SH.IMM.MEAS,2006,95
Panama,PAN,Life Expectancy (Years),SP.DYN.LE00.IN,2006,75.429
Panama,PAN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,1544
Panama,PAN,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,2.013
Papua New Guinea,PNG,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,2.42600322
Papua New Guinea,PNG,Measles Immunization (%),SH.IMM.MEAS,2006,82
Papua New Guinea,PNG,Life Expectancy (Years),SP.DYN.LE00.IN,2006,62.018
Papua New Guinea,PNG,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,13723
Paraguay,PRY,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,5.01927567
Paraguay,PRY,Measles Immunization (%),SH.IMM.MEAS,2006,91
Paraguay,PRY,Life Expectancy (Years),SP.DYN.LE00.IN,2006,71.584
Paraguay,PRY,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,3720
Peru,PER,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,4.409585
Peru,PER,Measles Immunization (%),SH.IMM.MEAS,2006,93
Peru,PER,Life Expectancy (Years),SP.DYN.LE00.IN,2006,72.337
Peru,PER,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,15437
Philippines,PHL,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,3.77762938
Philippines,PHL,Measles Immunization (%),SH.IMM.MEAS,2006,92
Philippines,PHL,Life Expectancy (Years),SP.DYN.LE00.IN,2006,68.172
Philippines,PHL,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,77038
Philippines,PHL,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,4.325
Poland,POL,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,5.78148365
Poland,POL,Measles Immunization (%),SH.IMM.MEAS,2006,99
Poland,POL,Life Expectancy (Years),SP.DYN.LE00.IN,2006,75.14390244
Poland,POL,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,2680
Poland,POL,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,5.654
Portugal,PRT,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,9.35422611
Portugal,PRT,Measles Immunization (%),SH.IMM.MEAS,2006,97
Portugal,PRT,Life Expectancy (Years),SP.DYN.LE00.IN,2006,78.4195122
Portugal,PRT,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,473
Portugal,PRT,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,4.842
Puerto Rico (US),PRI,Life Expectancy (Years),SP.DYN.LE00.IN,2006,77.561
Qatar,QAT,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,2.288064
Qatar,QAT,Measles Immunization (%),SH.IMM.MEAS,2006,99
Qatar,QAT,Life Expectancy (Years),SP.DYN.LE00.IN,2006,77.323
Qatar,QAT,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,124
Qatar,QAT,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,6.358
Romania,ROU,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,5.07106066
Romania,ROU,Measles Immunization (%),SH.IMM.MEAS,2006,95
Romania,ROU,Life Expectancy (Years),SP.DYN.LE00.IN,2006,72.16341463
Romania,ROU,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,3810
Romania,ROU,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,6.016
Russian Federation,RUS,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,4.76654387
Russian Federation,RUS,Measles Immunization (%),SH.IMM.MEAS,2006,99
Russian Federation,RUS,Life Expectancy (Years),SP.DYN.LE00.IN,2006,66.72756098
Russian Federation,RUS,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,18964
Russian Federation,RUS,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,7.154
Rwanda,RWA,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,7.60511971
Rwanda,RWA,Measles Immunization (%),SH.IMM.MEAS,2006,95
Rwanda,RWA,Life Expectancy (Years),SP.DYN.LE00.IN,2006,58.342
Rwanda,RWA,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,33529
Samoa,WSM,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,4.88451385
Samoa,WSM,Measles Immunization (%),SH.IMM.MEAS,2006,54
Samoa,WSM,Life Expectancy (Years),SP.DYN.LE00.IN,2006,71.62
Samoa,WSM,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,105
San Marino,SMR,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,4.91361904
San Marino,SMR,Measles Immunization (%),SH.IMM.MEAS,2006,90
San Marino,SMR,Life Expectancy (Years),SP.DYN.LE00.IN,2006,82.258
San Marino,SMR,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,1
Sao Tome and Principe,STP,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,7.10559654
Sao Tome and Principe,STP,Measles Immunization (%),SH.IMM.MEAS,2006,85
Sao Tome and Principe,STP,Life Expectancy (Years),SP.DYN.LE00.IN,2006,63.041
Sao Tome and Principe,STP,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,318
Saudi Arabia,SAU,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,3.61922002
Saudi Arabia,SAU,Measles Immunization (%),SH.IMM.MEAS,2006,95
Saudi Arabia,SAU,Life Expectancy (Years),SP.DYN.LE00.IN,2006,74.762
Saudi Arabia,SAU,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,6818
Senegal,SEN,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,3.76337624
Senegal,SEN,Measles Immunization (%),SH.IMM.MEAS,2006,80
Senegal,SEN,Life Expectancy (Years),SP.DYN.LE00.IN,2006,61.801
Senegal,SEN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,33828
Serbia,SRB,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,8.28575706
Serbia,SRB,Measles Immunization (%),SH.IMM.MEAS,2006,88
Serbia,SRB,Life Expectancy (Years),SP.DYN.LE00.IN,2006,73.38536585
Serbia,SRB,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,587
Serbia,SRB,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,5.784
Seychelles,SYC,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,4.33191252
Seychelles,SYC,Measles Immunization (%),SH.IMM.MEAS,2006,99
Seychelles,SYC,Life Expectancy (Years),SP.DYN.LE00.IN,2006,72.21707317
Seychelles,SYC,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,21
Seychelles,SYC,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,4.58
Sierra Leone,SLE,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,5.29913139
Sierra Leone,SLE,Measles Immunization (%),SH.IMM.MEAS,2006,65
Sierra Leone,SLE,Life Expectancy (Years),SP.DYN.LE00.IN,2006,49.547
Sierra Leone,SLE,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,41995
Singapore,SGP,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,2.9347465
Singapore,SGP,Measles Immunization (%),SH.IMM.MEAS,2006,95
Singapore,SGP,Life Expectancy (Years),SP.DYN.LE00.IN,2006,80.14146341
Singapore,SGP,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,122
Singapore,SGP,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,4.749
Sint Maarten (Dutch part),SXM,Life Expectancy (Years),SP.DYN.LE00.IN,2006,74.779
Slovak Republic,SVK,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,6.8522706
Slovak Republic,SVK,Measles Immunization (%),SH.IMM.MEAS,2006,98
Slovak Republic,SVK,Life Expectancy (Years),SP.DYN.LE00.IN,2006,74.20487805
Slovak Republic,SVK,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,430
Slovak Republic,SVK,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,6.346
Slovenia,SVN,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,7.8671999
Slovenia,SVN,Measles Immunization (%),SH.IMM.MEAS,2006,96
Slovenia,SVN,Life Expectancy (Years),SP.DYN.LE00.IN,2006,78.08658537
Slovenia,SVN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,73
Slovenia,SVN,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,7.649
Solomon Islands,SLB,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,8.00802231
Solomon Islands,SLB,Measles Immunization (%),SH.IMM.MEAS,2006,99
Solomon Islands,SLB,Life Expectancy (Years),SP.DYN.LE00.IN,2006,67.968
Solomon Islands,SLB,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,472
"Somalia, Fed. Rep.",SOM,Measles Immunization (%),SH.IMM.MEAS,2006,35
"Somalia, Fed. Rep.",SOM,Life Expectancy (Years),SP.DYN.LE00.IN,2006,50.915
"Somalia, Fed. Rep.",SOM,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,88739
"Somalia, Fed. Rep.",SOM,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,0.088
South Africa,ZAF,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,6.87650871
South Africa,ZAF,Measles Immunization (%),SH.IMM.MEAS,2006,69
South Africa,ZAF,Life Expectancy (Years),SP.DYN.LE00.IN,2006,54.22
South Africa,ZAF,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,84359
South Africa,ZAF,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,0.786
South Sudan,SSD,Life Expectancy (Years),SP.DYN.LE00.IN,2006,54.653
South Sudan,SSD,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,43401
Spain,ESP,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,7.87072468
Spain,ESP,Measles Immunization (%),SH.IMM.MEAS,2006,97
Spain,ESP,Life Expectancy (Years),SP.DYN.LE00.IN,2006,80.82195122
Spain,ESP,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,2089
Spain,ESP,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,4.581
Sri Lanka,LKA,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,3.85019565
Sri Lanka,LKA,Measles Immunization (%),SH.IMM.MEAS,2006,99
Sri Lanka,LKA,Life Expectancy (Years),SP.DYN.LE00.IN,2006,72.825
Sri Lanka,LKA,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,5054
Sri Lanka,LKA,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,1.618
St. Kitts and Nevis,KNA,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,4.98203421
St. Kitts and Nevis,KNA,Measles Immunization (%),SH.IMM.MEAS,2006,99
St. Kitts and Nevis,KNA,Life Expectancy (Years),SP.DYN.LE00.IN,2006,71.356
St. Kitts and Nevis,KNA,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,15
St. Lucia,LCA,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,5.1270175
St. Lucia,LCA,Measles Immunization (%),SH.IMM.MEAS,2006,94
St. Lucia,LCA,Life Expectancy (Years),SP.DYN.LE00.IN,2006,72.794
St. Lucia,LCA,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,48
St. Martin (French part),MAF,Life Expectancy (Years),SP.DYN.LE00.IN,2006,77.989
St. Vincent and the Grenadines,VCT,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,3.6556716
St. Vincent and the Grenadines,VCT,Measles Immunization (%),SH.IMM.MEAS,2006,99
St. Vincent and the Grenadines,VCT,Life Expectancy (Years),SP.DYN.LE00.IN,2006,70.434
St. Vincent and the Grenadines,VCT,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,43
Sudan,SDN,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,4.88544321
Sudan,SDN,Measles Immunization (%),SH.IMM.MEAS,2006,73
Sudan,SDN,Life Expectancy (Years),SP.DYN.LE00.IN,2006,60.4
Sudan,SDN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,101285
Sudan,SDN,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,1.043
Suriname,SUR,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,5.85598755
Suriname,SUR,Measles Immunization (%),SH.IMM.MEAS,2006,83
Suriname,SUR,Life Expectancy (Years),SP.DYN.LE00.IN,2006,67.643
Suriname,SUR,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,291
Sweden,SWE,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,8.0421772
Sweden,SWE,Measles Immunization (%),SH.IMM.MEAS,2006,97
Sweden,SWE,Life Expectancy (Years),SP.DYN.LE00.IN,2006,80.74878049
Sweden,SWE,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,352
Sweden,SWE,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,11.37
Switzerland,CHE,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,9.5802002
Switzerland,CHE,Measles Immunization (%),SH.IMM.MEAS,2006,87
Switzerland,CHE,Life Expectancy (Years),SP.DYN.LE00.IN,2006,81.4902439
Switzerland,CHE,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,357
Switzerland,CHE,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,13.35
Syrian Arab Republic,SYR,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,3.79620314
Syrian Arab Republic,SYR,Measles Immunization (%),SH.IMM.MEAS,2006,81
Syrian Arab Republic,SYR,Life Expectancy (Years),SP.DYN.LE00.IN,2006,73.04
Syrian Arab Republic,SYR,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,10587
Tajikistan,TJK,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,5.03254795
Tajikistan,TJK,Measles Immunization (%),SH.IMM.MEAS,2006,82
Tajikistan,TJK,Life Expectancy (Years),SP.DYN.LE00.IN,2006,66.997
Tajikistan,TJK,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,9376
Tajikistan,TJK,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,3.44
Tanzania,TZA,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,7.598279
Tanzania,TZA,Measles Immunization (%),SH.IMM.MEAS,2006,93
Tanzania,TZA,Life Expectancy (Years),SP.DYN.LE00.IN,2006,58.512
Tanzania,TZA,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,137698
Tanzania,TZA,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,0.234
Thailand,THA,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,3.09970832
Thailand,THA,Measles Immunization (%),SH.IMM.MEAS,2006,96
Thailand,THA,Life Expectancy (Years),SP.DYN.LE00.IN,2006,73.341
Thailand,THA,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,14657
Thailand,THA,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,1.527
Timor-Leste,TLS,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,6.00192022
Timor-Leste,TLS,Measles Immunization (%),SH.IMM.MEAS,2006,61
Timor-Leste,TLS,Life Expectancy (Years),SP.DYN.LE00.IN,2006,61.881
Timor-Leste,TLS,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,2845
Togo,TGO,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,4.30967808
Togo,TGO,Measles Immunization (%),SH.IMM.MEAS,2006,78
Togo,TGO,Life Expectancy (Years),SP.DYN.LE00.IN,2006,56.154
Togo,TGO,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,21364
Tonga,TON,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,5.47225046
Tonga,TON,Measles Immunization (%),SH.IMM.MEAS,2006,99
Tonga,TON,Life Expectancy (Years),SP.DYN.LE00.IN,2006,70.71
Tonga,TON,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,45
Trinidad and Tobago,TTO,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,4.15431976
Trinidad and Tobago,TTO,Measles Immunization (%),SH.IMM.MEAS,2006,89
Trinidad and Tobago,TTO,Life Expectancy (Years),SP.DYN.LE00.IN,2006,70.437
Trinidad and Tobago,TTO,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,514
Trinidad and Tobago,TTO,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,3.407
Tunisia,TUN,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,5.13109922
Tunisia,TUN,Measles Immunization (%),SH.IMM.MEAS,2006,98
Tunisia,TUN,Life Expectancy (Years),SP.DYN.LE00.IN,2006,73.888
Tunisia,TUN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,3501
Turkiye,TUR,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,5.14591694
Turkiye,TUR,Measles Immunization (%),SH.IMM.MEAS,2006,98
Turkiye,TUR,Life Expectancy (Years),SP.DYN.LE00.IN,2006,73.804
Turkiye,TUR,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,30548
Turkiye,TUR,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,1.815
Turkmenistan,TKM,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,4.92075682
Turkmenistan,TKM,Measles Immunization (%),SH.IMM.MEAS,2006,99
Turkmenistan,TKM,Life Expectancy (Years),SP.DYN.LE00.IN,2006,66.574
Turkmenistan,TKM,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,5876
Turkmenistan,TKM,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,4.474
Turks and Caicos Islands,TCA,Life Expectancy (Years),SP.DYN.LE00.IN,2006,76.197
Turks and Caicos Islands,TCA,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,4
Tuvalu,TUV,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,12.17554379
Tuvalu,TUV,Measles Immunization (%),SH.IMM.MEAS,2006,84
Tuvalu,TUV,Life Expectancy (Years),SP.DYN.LE00.IN,2006,64.247
Tuvalu,TUV,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,8
Uganda,UGA,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,6.463305
Uganda,UGA,Measles Immunization (%),SH.IMM.MEAS,2006,75
Uganda,UGA,Life Expectancy (Years),SP.DYN.LE00.IN,2006,56.118
Uganda,UGA,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,124631
Ukraine,UKR,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,6.4171896
Ukraine,UKR,Measles Immunization (%),SH.IMM.MEAS,2006,98
Ukraine,UKR,Life Expectancy (Years),SP.DYN.LE00.IN,2006,67.49
Ukraine,UKR,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,6235
Ukraine,UKR,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,6.556
United Arab Emirates,ARE,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,2.3254137
United Arab Emirates,ARE,Measles Immunization (%),SH.IMM.MEAS,2006,92
United Arab Emirates,ARE,Life Expectancy (Years),SP.DYN.LE00.IN,2006,81.155
United Arab Emirates,ARE,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,615
United Arab Emirates,ARE,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,2.963
United Kingdom,GBR,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,8.53970814
United Kingdom,GBR,Measles Immunization (%),SH.IMM.MEAS,2006,85
United Kingdom,GBR,Life Expectancy (Years),SP.DYN.LE00.IN,2006,79.24878049
United Kingdom,GBR,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,4343
United Kingdom,GBR,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,9.443
United States,USA,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,14.70878792
United States,USA,Measles Immunization (%),SH.IMM.MEAS,2006,92
United States,USA,Life Expectancy (Years),SP.DYN.LE00.IN,2006,77.68780488
United States,USA,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,32163
United States,USA,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,10.5
Uruguay,URY,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,7.70998907
Uruguay,URY,Measles Immunization (%),SH.IMM.MEAS,2006,94
Uruguay,URY,Life Expectancy (Years),SP.DYN.LE00.IN,2006,75.888
Uruguay,URY,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,669
Uruguay,URY,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,3.024
Uzbekistan,UZB,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,4.75141335
Uzbekistan,UZB,Measles Immunization (%),SH.IMM.MEAS,2006,98
Uzbekistan,UZB,Life Expectancy (Years),SP.DYN.LE00.IN,2006,67.905
Uzbekistan,UZB,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,22745
Uzbekistan,UZB,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,10.83
Vanuatu,VUT,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,3.32229328
Vanuatu,VUT,Measles Immunization (%),SH.IMM.MEAS,2006,53
Vanuatu,VUT,Life Expectancy (Years),SP.DYN.LE00.IN,2006,69.126
Vanuatu,VUT,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,159
"Venezuela, RB",VEN,Measles Immunization (%),SH.IMM.MEAS,2006,82
"Venezuela, RB",VEN,Life Expectancy (Years),SP.DYN.LE00.IN,2006,72.972
"Venezuela, RB",VEN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,10705
Viet Nam,VNM,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,4.56979847
Viet Nam,VNM,Measles Immunization (%),SH.IMM.MEAS,2006,93
Viet Nam,VNM,Life Expectancy (Years),SP.DYN.LE00.IN,2006,73.293
Viet Nam,VNM,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,35040
Viet Nam,VNM,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2006,0.906
Virgin Islands (U.S.),VIR,Life Expectancy (Years),SP.DYN.LE00.IN,2006,78.32439024
West Bank and Gaza,PSE,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,10.50240231
West Bank and Gaza,PSE,Measles Immunization (%),SH.IMM.MEAS,2006,99
West Bank and Gaza,PSE,Life Expectancy (Years),SP.DYN.LE00.IN,2006,71.831
West Bank and Gaza,PSE,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,3169
"Yemen, Rep.",YEM,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,5.52930164
"Yemen, Rep.",YEM,Measles Immunization (%),SH.IMM.MEAS,2006,65
"Yemen, Rep.",YEM,Life Expectancy (Years),SP.DYN.LE00.IN,2006,65.8
"Yemen, Rep.",YEM,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2006,58253
Zambia,ZMB,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2006,5.5774231
