Country Name,Country Code,Indicator Clean Name,Indicator Code,Year,Value
Colombia,COL,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,9855
Colombia,COL,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,1.32
Comoros,COM,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,5.26807451
Comoros,COM,Measles Immunization (%),SH.IMM.MEAS,2017,75
Comoros,COM,Life Expectancy (Years),SP.DYN.LE00.IN,2017,65.127
Comoros,COM,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,1106
"Congo, Dem. Rep.",COD,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,4.00057793
"Congo, Dem. Rep.",COD,Measles Immunization (%),SH.IMM.MEAS,2017,65
"Congo, Dem. Rep.",COD,Life Expectancy (Years),SP.DYN.LE00.IN,2017,59.495
"Congo, Dem. Rep.",COD,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,324436
"Congo, Dem. Rep.",COD,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,0.839
"Congo, Rep.",COG,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,2.36476016
"Congo, Rep.",COG,Measles Immunization (%),SH.IMM.MEAS,2017,70
"Congo, Rep.",COG,Life Expectancy (Years),SP.DYN.LE00.IN,2017,64.203
"Congo, Rep.",COG,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,8750
Costa Rica,CRI,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,7.04522991
Costa Rica,CRI,Measles Immunization (%),SH.IMM.MEAS,2017,96
Costa Rica,CRI,Life Expectancy (Years),SP.DYN.LE00.IN,2017,79.994
Costa Rica,CRI,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,610
Costa Rica,CRI,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,3.124
Cote d'Ivoire,CIV,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,3.24693036
Cote d'Ivoire,CIV,Measles Immunization (%),SH.IMM.MEAS,2017,70
Cote d'Ivoire,CIV,Life Expectancy (Years),SP.DYN.LE00.IN,2017,59.315
Cote d'Ivoire,CIV,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,78058
Cote d'Ivoire,CIV,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,0.508
Croatia,HRV,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,6.62803125
Croatia,HRV,Measles Immunization (%),SH.IMM.MEAS,2017,89
Croatia,HRV,Life Expectancy (Years),SP.DYN.LE00.IN,2017,77.72682927
Croatia,HRV,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,175
Croatia,HRV,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,7.044
Cuba,CUB,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,11.47201538
Cuba,CUB,Measles Immunization (%),SH.IMM.MEAS,2017,99
Cuba,CUB,Life Expectancy (Years),SP.DYN.LE00.IN,2017,77.3
Cuba,CUB,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,749
Cuba,CUB,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,7.792
Curacao,CUW,Life Expectancy (Years),SP.DYN.LE00.IN,2017,76.423
Cyprus,CYP,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,6.62192535
Cyprus,CYP,Measles Immunization (%),SH.IMM.MEAS,2017,90
Cyprus,CYP,Life Expectancy (Years),SP.DYN.LE00.IN,2017,81.543
Cyprus,CYP,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,36
Cyprus,CYP,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,3.916
Czechia,CZE,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,7.24190664
Czechia,CZE,Measles Immunization (%),SH.IMM.MEAS,2017,97
Czechia,CZE,Life Expectancy (Years),SP.DYN.LE00.IN,2017,78.97804878
Czechia,CZE,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,357
Czechia,CZE,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,8.92
Denmark,DNK,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,10.1137991
Denmark,DNK,Measles Immunization (%),SH.IMM.MEAS,2017,97
Denmark,DNK,Life Expectancy (Years),SP.DYN.LE00.IN,2017,81.10243902
Denmark,DNK,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,238
Denmark,DNK,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,11.67
Djibouti,DJI,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,2.47976375
Djibouti,DJI,Measles Immunization (%),SH.IMM.MEAS,2017,81
Djibouti,DJI,Life Expectancy (Years),SP.DYN.LE00.IN,2017,63.71
Djibouti,DJI,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,1453
Dominica,DMA,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,5.46245432
Dominica,DMA,Measles Immunization (%),SH.IMM.MEAS,2017,77
Dominica,DMA,Life Expectancy (Years),SP.DYN.LE00.IN,2017,68.62
Dominica,DMA,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,27
Dominica,DMA,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,6.365
Dominican Republic,DOM,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,4.44562674
Dominican Republic,DOM,Measles Immunization (%),SH.IMM.MEAS,2017,80
Dominican Republic,DOM,Life Expectancy (Years),SP.DYN.LE00.IN,2017,73.37
Dominican Republic,DOM,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,7426
Dominican Republic,DOM,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,1.123
Ecuador,ECU,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,7.52484131
Ecuador,ECU,Measles Immunization (%),SH.IMM.MEAS,2017,81
Ecuador,ECU,Life Expectancy (Years),SP.DYN.LE00.IN,2017,76.22
Ecuador,ECU,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,4254
Ecuador,ECU,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,2.831
"Egypt, Arab Rep.",EGY,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,5.34661913
"Egypt, Arab Rep.",EGY,Measles Immunization (%),SH.IMM.MEAS,2017,94
"Egypt, Arab Rep.",EGY,Life Expectancy (Years),SP.DYN.LE00.IN,2017,70.709
"Egypt, Arab Rep.",EGY,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,69050
"Egypt, Arab Rep.",EGY,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,1.792
El Salvador,SLV,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,8.42286873
El Salvador,SLV,Measles Immunization (%),SH.IMM.MEAS,2017,89
El Salvador,SLV,Life Expectancy (Years),SP.DYN.LE00.IN,2017,71.007
El Salvador,SLV,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,1450
El Salvador,SLV,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,1.915
Equatorial Guinea,GNQ,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,2.86121631
Equatorial Guinea,GNQ,Measles Immunization (%),SH.IMM.MEAS,2017,52
Equatorial Guinea,GNQ,Life Expectancy (Years),SP.DYN.LE00.IN,2017,61.481
Equatorial Guinea,GNQ,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,4328
Equatorial Guinea,GNQ,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,0.406
Eritrea,ERI,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,4.15359449
Eritrea,ERI,Measles Immunization (%),SH.IMM.MEAS,2017,93
Eritrea,ERI,Life Expectancy (Years),SP.DYN.LE00.IN,2017,66.612
Eritrea,ERI,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,4071
Eritrea,ERI,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,1.437
Estonia,EST,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,6.46636105
Estonia,EST,Measles Immunization (%),SH.IMM.MEAS,2017,93
Estonia,EST,Life Expectancy (Years),SP.DYN.LE00.IN,2017,78.09268293
Estonia,EST,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,39
Estonia,EST,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,6.537
Eswatini,SWZ,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,6.98103714
Eswatini,SWZ,Measles Immunization (%),SH.IMM.MEAS,2017,89
Eswatini,SWZ,Life Expectancy (Years),SP.DYN.LE00.IN,2017,57.574
Eswatini,SWZ,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,1675
Eswatini,SWZ,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,3.826
Ethiopia,ETH,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,3.45336914
Ethiopia,ETH,Measles Immunization (%),SH.IMM.MEAS,2017,59
Ethiopia,ETH,Life Expectancy (Years),SP.DYN.LE00.IN,2017,64.766
Ethiopia,ETH,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,205897
Ethiopia,ETH,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,0.804
Faroe Islands,FRO,Life Expectancy (Years),SP.DYN.LE00.IN,2017,82.10629268
Fiji,FJI,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,3.18689561
Fiji,FJI,Measles Immunization (%),SH.IMM.MEAS,2017,99
Fiji,FJI,Life Expectancy (Years),SP.DYN.LE00.IN,2017,67.06
Fiji,FJI,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,427
Finland,FIN,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,9.19148445
Finland,FIN,Measles Immunization (%),SH.IMM.MEAS,2017,94
Finland,FIN,Life Expectancy (Years),SP.DYN.LE00.IN,2017,81.63170732
Finland,FIN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,126
Finland,FIN,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,12.38
France,FRA,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,11.44944572
France,FRA,Measles Immunization (%),SH.IMM.MEAS,2017,90
France,FRA,Life Expectancy (Years),SP.DYN.LE00.IN,2017,82.57560976
France,FRA,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,3139
France,FRA,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,9.24
French Polynesia,PYF,Life Expectancy (Years),SP.DYN.LE00.IN,2017,82.774
Gabon,GAB,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,2.78068876
Gabon,GAB,Measles Immunization (%),SH.IMM.MEAS,2017,63
Gabon,GAB,Life Expectancy (Years),SP.DYN.LE00.IN,2017,66.816
Gabon,GAB,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,2676
Gabon,GAB,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,2.82
"Gambia, The",GMB,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,3.35449266
"Gambia, The",GMB,Measles Immunization (%),SH.IMM.MEAS,2017,90
"Gambia, The",GMB,Life Expectancy (Years),SP.DYN.LE00.IN,2017,63.708
"Gambia, The",GMB,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,4261
"Gambia, The",GMB,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,0.661
Georgia,GEO,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,8.70140266
Georgia,GEO,Measles Immunization (%),SH.IMM.MEAS,2017,95
Georgia,GEO,Life Expectancy (Years),SP.DYN.LE00.IN,2017,73.435
Georgia,GEO,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,583
Georgia,GEO,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,5.133
Germany,DEU,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,11.05091095
Germany,DEU,Measles Immunization (%),SH.IMM.MEAS,2017,97
Germany,DEU,Life Expectancy (Years),SP.DYN.LE00.IN,2017,80.99268293
Germany,DEU,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,2977
Germany,DEU,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,11.31
Ghana,GHA,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,2.68786979
Ghana,GHA,Measles Immunization (%),SH.IMM.MEAS,2017,95
Ghana,GHA,Life Expectancy (Years),SP.DYN.LE00.IN,2017,63.829
Ghana,GHA,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,42113
Ghana,GHA,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,2.271
Gibraltar,GIB,Life Expectancy (Years),SP.DYN.LE00.IN,2017,82.858
Greece,GRC,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,8.11336899
Greece,GRC,Measles Immunization (%),SH.IMM.MEAS,2017,97
Greece,GRC,Life Expectancy (Years),SP.DYN.LE00.IN,2017,81.28780488
Greece,GRC,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,390
Greece,GRC,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,3.571
Greenland,GRL,Life Expectancy (Years),SP.DYN.LE00.IN,2017,71.25634146
Grenada,GRD,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,4.65701056
Grenada,GRD,Measles Immunization (%),SH.IMM.MEAS,2017,85
Grenada,GRD,Life Expectancy (Years),SP.DYN.LE00.IN,2017,74.977
Grenada,GRD,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,26
Grenada,GRD,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,2.938
Guam,GUM,Life Expectancy (Years),SP.DYN.LE00.IN,2017,76.463
Guatemala,GTM,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,6.13563824
Guatemala,GTM,Measles Immunization (%),SH.IMM.MEAS,2017,94
Guatemala,GTM,Life Expectancy (Years),SP.DYN.LE00.IN,2017,71.583
Guatemala,GTM,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,10886
Guatemala,GTM,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,1.228
Guinea,GIN,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,3.91512728
Guinea,GIN,Measles Immunization (%),SH.IMM.MEAS,2017,48
Guinea,GIN,Life Expectancy (Years),SP.DYN.LE00.IN,2017,58.715
Guinea,GIN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,48639
Guinea-Bissau,GNB,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,7.00049543
Guinea-Bissau,GNB,Measles Immunization (%),SH.IMM.MEAS,2017,66
Guinea-Bissau,GNB,Life Expectancy (Years),SP.DYN.LE00.IN,2017,61.148
Guinea-Bissau,GNB,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,5278
Guyana,GUY,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,4.3191123
Guyana,GUY,Measles Immunization (%),SH.IMM.MEAS,2017,99
Guyana,GUY,Life Expectancy (Years),SP.DYN.LE00.IN,2017,68.543
Guyana,GUY,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,532
Guyana,GUY,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,0.794
Haiti,HTI,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,3.8199389
Haiti,HTI,Measles Immunization (%),SH.IMM.MEAS,2017,65
Haiti,HTI,Life Expectancy (Years),SP.DYN.LE00.IN,2017,63.832
Haiti,HTI,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,17336
Honduras,HND,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,7.00668859
Honduras,HND,Measles Immunization (%),SH.IMM.MEAS,2017,98
Honduras,HND,Life Expectancy (Years),SP.DYN.LE00.IN,2017,71.805
Honduras,HND,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,4230
Honduras,HND,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,0.718
"Hong Kong SAR, China",HKG,Life Expectancy (Years),SP.DYN.LE00.IN,2017,84.69560976
"Hong Kong SAR, China",HKG,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,7.886
Hungary,HUN,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,6.73338366
Hungary,HUN,Measles Immunization (%),SH.IMM.MEAS,2017,99
Hungary,HUN,Life Expectancy (Years),SP.DYN.LE00.IN,2017,75.81707317
Hungary,HUN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,417
Hungary,HUN,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,5.57
Iceland,ISL,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,8.3243084
Iceland,ISL,Measles Immunization (%),SH.IMM.MEAS,2017,92
Iceland,ISL,Life Expectancy (Years),SP.DYN.LE00.IN,2017,82.66097561
Iceland,ISL,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,11
Iceland,ISL,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,15.29
India,IND,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,2.93597651
India,IND,Measles Immunization (%),SH.IMM.MEAS,2017,90
India,IND,Life Expectancy (Years),SP.DYN.LE00.IN,2017,70.068
India,IND,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,967313
India,IND,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,2.126
Indonesia,IDN,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,2.90417194
Indonesia,IDN,Measles Immunization (%),SH.IMM.MEAS,2017,90
Indonesia,IDN,Life Expectancy (Years),SP.DYN.LE00.IN,2017,69.953
Indonesia,IDN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,113513
Indonesia,IDN,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,2.033
"Iran, Islamic Rep.",IRN,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,7.71801233
"Iran, Islamic Rep.",IRN,Measles Immunization (%),SH.IMM.MEAS,2017,99
"Iran, Islamic Rep.",IRN,Life Expectancy (Years),SP.DYN.LE00.IN,2017,76.396
"Iran, Islamic Rep.",IRN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,22256
"Iran, Islamic Rep.",IRN,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,2.494
Iraq,IRQ,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,4.08944416
Iraq,IRQ,Measles Immunization (%),SH.IMM.MEAS,2017,81
Iraq,IRQ,Life Expectancy (Years),SP.DYN.LE00.IN,2017,69.788
Iraq,IRQ,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,31043
Iraq,IRQ,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,1.73
Ireland,IRL,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,6.91718578
Ireland,IRL,Measles Immunization (%),SH.IMM.MEAS,2017,92
Ireland,IRL,Life Expectancy (Years),SP.DYN.LE00.IN,2017,82.15609756
Ireland,IRL,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,220
Ireland,IRL,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,14.37
Isle of Man,IMN,Life Expectancy (Years),SP.DYN.LE00.IN,2017,80.506
Israel,ISR,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,7.17189407
Israel,ISR,Measles Immunization (%),SH.IMM.MEAS,2017,98
Israel,ISR,Life Expectancy (Years),SP.DYN.LE00.IN,2017,82.55121951
Israel,ISR,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,650
Israel,ISR,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,5.542
Italy,ITA,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,8.69060516
Italy,ITA,Measles Immunization (%),SH.IMM.MEAS,2017,92
Italy,ITA,Life Expectancy (Years),SP.DYN.LE00.IN,2017,82.94634146
Italy,ITA,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,1542
Italy,ITA,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,6.089
Jamaica,JAM,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,6.98476934
Jamaica,JAM,Measles Immunization (%),SH.IMM.MEAS,2017,95
Jamaica,JAM,Life Expectancy (Years),SP.DYN.LE00.IN,2017,71.879
Jamaica,JAM,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,673
Jamaica,JAM,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,1.663
Japan,JPN,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,10.65627098
Japan,JPN,Measles Immunization (%),SH.IMM.MEAS,2017,97
Japan,JPN,Life Expectancy (Years),SP.DYN.LE00.IN,2017,84.0997561
Japan,JPN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,2506
Jordan,JOR,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,7.10953665
Jordan,JOR,Measles Immunization (%),SH.IMM.MEAS,2017,93
Jordan,JOR,Life Expectancy (Years),SP.DYN.LE00.IN,2017,76.071
Jordan,JOR,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,3691
Jordan,JOR,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,3.213
Kazakhstan,KAZ,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,3.0524447
Kazakhstan,KAZ,Measles Immunization (%),SH.IMM.MEAS,2017,99
Kazakhstan,KAZ,Life Expectancy (Years),SP.DYN.LE00.IN,2017,72.996
Kazakhstan,KAZ,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,4263
Kazakhstan,KAZ,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,6.837
Kenya,KEN,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,3.98597503
Kenya,KEN,Measles Immunization (%),SH.IMM.MEAS,2017,84
Kenya,KEN,Life Expectancy (Years),SP.DYN.LE00.IN,2017,62.725
Kenya,KEN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,64726
Kenya,KEN,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,1.081
Kiribati,KIR,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,9.68424225
Kiribati,KIR,Measles Immunization (%),SH.IMM.MEAS,2017,81
Kiribati,KIR,Life Expectancy (Years),SP.DYN.LE00.IN,2017,65.787
Kiribati,KIR,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,201
"Korea, Dem. People's Rep.",PRK,Measles Immunization (%),SH.IMM.MEAS,2017,99
"Korea, Dem. People's Rep.",PRK,Life Expectancy (Years),SP.DYN.LE00.IN,2017,73.034
"Korea, Dem. People's Rep.",PRK,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,6592
"Korea, Dem. People's Rep.",PRK,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,4.382
"Korea, Rep.",KOR,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,6.79827499
"Korea, Rep.",KOR,Measles Immunization (%),SH.IMM.MEAS,2017,97
"Korea, Rep.",KOR,Life Expectancy (Years),SP.DYN.LE00.IN,2017,82.62682927
"Korea, Rep.",KOR,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,1281
"Korea, Rep.",KOR,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,7.094
Kosovo,XKX,Life Expectancy (Years),SP.DYN.LE00.IN,2017,77.105
Kosovo,XKX,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,296
Kuwait,KWT,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,4.65326786
Kuwait,KWT,Measles Immunization (%),SH.IMM.MEAS,2017,99
Kuwait,KWT,Life Expectancy (Years),SP.DYN.LE00.IN,2017,79.91607317
Kuwait,KWT,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,527
Kuwait,KWT,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,7.175
Kyrgyz Republic,KGZ,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,6.18586349
Kyrgyz Republic,KGZ,Measles Immunization (%),SH.IMM.MEAS,2017,95
Kyrgyz Republic,KGZ,Life Expectancy (Years),SP.DYN.LE00.IN,2017,71.2
Kyrgyz Republic,KGZ,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,2996
Kyrgyz Republic,KGZ,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,4.634
Lao PDR,LAO,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,2.52606821
Lao PDR,LAO,Measles Immunization (%),SH.IMM.MEAS,2017,78
Lao PDR,LAO,Life Expectancy (Years),SP.DYN.LE00.IN,2017,67.345
Lao PDR,LAO,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,6762
Lao PDR,LAO,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,1.199
Latvia,LVA,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,6.18721867
Latvia,LVA,Measles Immunization (%),SH.IMM.MEAS,2017,96
Latvia,LVA,Life Expectancy (Years),SP.DYN.LE00.IN,2017,74.62926829
Latvia,LVA,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,96
Latvia,LVA,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,4.773
Lebanon,LBN,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,7.80357552
Lebanon,LBN,Measles Immunization (%),SH.IMM.MEAS,2017,82
Lebanon,LBN,Life Expectancy (Years),SP.DYN.LE00.IN,2017,78.192
Lebanon,LBN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,1590
Lebanon,LBN,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2017,1.818
Lesotho,LSO,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,10.52956581
Lesotho,LSO,Measles Immunization (%),SH.IMM.MEAS,2017,89
Lesotho,LSO,Life Expectancy (Years),SP.DYN.LE00.IN,2017,53.874
Lesotho,LSO,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,4248
Liberia,LBR,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,9.91087437
Liberia,LBR,Measles Immunization (%),SH.IMM.MEAS,2017,75
Liberia,LBR,Life Expectancy (Years),SP.DYN.LE00.IN,2017,60.777
Liberia,LBR,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2017,14460
Libya,LBY,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2017,4.67685318
Libya,LBY,Measles Immunization (%),SH.IMM.MEAS,2017,95
